Example,Model,Type,Index,Estimate,SE,Platform
Favara_Imbs,Baseline,Effect,3,0.0081491954413894,0.0051571048632595,R
Favara_Imbs,Baseline,Effect,4,0.0116606590571964,0.0059146888612176,R
Favara_Imbs,Baseline,Effect,5,0.0173245008725871,0.0065488609684085,R
Favara_Imbs,Baseline,Placebo,1,-0.0023696087185562,0.0036522446930279,R
Favara_Imbs,Baseline,Placebo,2,0.0027088241500273,0.0074288776722668,R
Favara_Imbs,Baseline,Placebo,3,-0.0109803011417939,0.0055698411327155,R
Deryugina,Baseline,Effect,1,0.0108629234897964,0.0016169631261746,R
Deryugina,Baseline,Effect,2,0.0127917837790872,0.0023650973374063,R
Deryugina,Baseline,Effect,3,0.0158004613717625,0.0030074606117051,R
Deryugina,Baseline,Effect,4,0.0163886434481567,0.0033929801333041,R
Deryugina,Baseline,Effect,5,0.0230699233229095,0.0038968470034004,R
Deryugina,Baseline,Effect,6,0.0268285222080965,0.0042507507587954,R
Deryugina,Baseline,Effect,7,0.0377147267972462,0.0044925685699636,R
Deryugina,Baseline,Effect,8,0.039292247212583,0.0050394358405635,R
Deryugina,Baseline,Effect,9,0.0351089739263345,0.0055185173693459,R
Deryugina,Baseline,Effect,10,0.0494015841376323,0.0060290186196406,R
Deryugina,Baseline,Effect,11,0.051812285209058,0.0061054919109027,R
Deryugina,Baseline,Placebo,1,-0.005590260937519,0.0013172533800848,R
Deryugina,Baseline,Placebo,2,-0.0083553867958108,0.0020689345333627,R
Deryugina,Baseline,Placebo,3,-0.012818307612083,0.0029770331038916,R
Deryugina,Baseline,Placebo,4,-0.0091429868504583,0.0033686429063961,R
Deryugina,Baseline,Placebo,5,-0.0075546182974462,0.0039816464568598,R
Deryugina,Baseline,Placebo,6,-0.0073115138443454,0.0043748194141527,R
Deryugina,Baseline,Placebo,7,-0.0079583381556785,0.0047566441274123,R
Deryugina,Baseline,Placebo,8,-0.0088409631498755,0.0053183751210506,R
Deryugina,Baseline,Placebo,9,-0.0143815701965616,0.0058362584937083,R
Deryugina,Baseline,Placebo,10,-0.0086497794334276,0.0061280910771113,R
Deryugina,Baseline,Placebo,11,-0.0035923777313612,0.00669039772806,R
Gentzkow,Non_Normalized,Effect,1,0.0144244335391573,0.0042476518270509,R
Gentzkow,Non_Normalized,Effect,2,0.0190899411679105,0.0058428892656241,R
Gentzkow,Non_Normalized,Effect,3,0.0207146714134795,0.0079163612578566,R
Gentzkow,Non_Normalized,Effect,4,0.0272653455884051,0.0097923568769424,R
Gentzkow,Non_Normalized,Placebo,1,-0.0005024749550144,0.0051322405225654,R
Gentzkow,Non_Normalized,Placebo,2,0.0020594058543657,0.0085030744529443,R
Gentzkow,Non_Normalized,Placebo,3,-0.0015364937049992,0.0116824694269643,R
Gentzkow,Non_Normalized,Placebo,4,0.0006572647780961,0.0175031689744036,R
Gentzkow,Normalized,Effect,1,0.0120185712064907,0.0035391827211243,R
Gentzkow,Normalized,Effect,2,0.0082125706085622,0.0025136348105991,R
Gentzkow,Normalized,Effect,3,0.0057192022084354,0.0021856620307887,R
Gentzkow,Normalized,Effect,4,0.0053872703952957,0.0019348397449162,R
Gentzkow,Normalized,Placebo,1,-0.0004158095499293,0.0042470467443615,R
Gentzkow,Normalized,Placebo,2,0.0008699415443696,0.0035918989478462,R
Gentzkow,Normalized,Placebo,3,-0.0004201186952555,0.003194301282882,R
Gentzkow,Normalized,Placebo,4,0.0001394198014143,0.0037127934188128,R
Wagepan,Baseline,Effect,1,0.0409507602378974,0.0339709086562391,Python
Wagepan,Baseline,Effect,2,0.0218878159493155,0.0393387792488564,Python
Wagepan,Baseline,Effect,3,0.0311019227087655,0.0425975837412556,Python
Wagepan,Baseline,Effect,4,0.0181627017793775,0.0472099704005072,Python
Wagepan,Baseline,Effect,5,-0.049965771888946,0.0546254345377902,Python
Wagepan,Placebos,Effect,1,0.0409507602378974,0.0339709086562391,Python
Wagepan,Placebos,Effect,2,0.0218878159493155,0.0393387792488564,Python
Wagepan,Placebos,Effect,3,0.0311019227087655,0.0425975837412556,Python
Wagepan,Placebos,Effect,4,0.0181627017793775,0.0472099704005072,Python
Wagepan,Placebos,Effect,5,-0.049965771888946,0.0546254345377902,Python
Wagepan,Placebos,Placebo,1,-0.0883945683212952,0.042258161561858,Python
Wagepan,Placebos,Placebo,2,0.0370908381937922,0.0581036599469818,Python
Wagepan,Normalized,Effect,1,0.0409507602378974,0.0339709086562391,Python
Wagepan,Normalized,Effect,2,0.0140707388245599,0.0252892152314076,Python
Wagepan,Normalized,Effect,3,0.0144914453060621,0.01984766539153,Python
Wagepan,Normalized,Effect,4,0.0067590207003408,0.0175685958551506,Python
Wagepan,Normalized,Effect,5,-0.0152795154809782,0.016704438681152,Python
Wagepan,Normalized,Placebo,1,-0.0883945683212952,0.042258161561858,Python
Wagepan,Normalized,Placebo,2,0.0247272254625281,0.0387357732979879,Python
Wagepan,Controls,Effect,1,0.0400048259826924,0.0327436814034051,Python
Wagepan,Controls,Effect,2,0.0109445386511301,0.0432252027954312,Python
Wagepan,Controls,Effect,3,-8.078618254728215e-05,0.0511594914378168,Python
Wagepan,Controls,Effect,4,-0.0046852383155874,0.0511207439283368,Python
Wagepan,Controls,Effect,5,-0.0704547977271373,0.0586857797739696,Python
Wagepan,Controls,Placebo,1,-0.0675098470965108,0.0441015301362451,Python
Wagepan,Controls,Placebo,2,0.0585019992284721,0.0610738763853125,Python
Wagepan,Trends_Nonparam,Effect,1,0.0397497686544785,0.0337262027465845,Python
Wagepan,Trends_Nonparam,Effect,2,0.0258606013486882,0.0390807196717637,Python
Wagepan,Trends_Nonparam,Effect,3,0.0334369696014289,0.0424415005500596,Python
Wagepan,Trends_Nonparam,Effect,4,0.0209025989300411,0.0466452908318785,Python
Wagepan,Trends_Nonparam,Effect,5,-0.0436952251987551,0.05471097829312,Python
Wagepan,Trends_Nonparam,Placebo,1,-0.0931634560856611,0.041901941252667,Python
Wagepan,Trends_Nonparam,Placebo,2,0.0269629380674184,0.058761367147948,Python
Wagepan,Trends_Lin,Effect,1,-0.0660763168688828,0.0720155522040521,Python
Wagepan,Trends_Lin,Effect,2,-0.1974201630926891,0.1188811408038592,Python
Wagepan,Trends_Lin,Effect,3,-0.2674000238428755,0.1735143145083735,Python
Wagepan,Trends_Lin,Effect,4,-0.3575763298159954,0.2528076221288691,Python
Wagepan,Trends_Lin,Effect,5,-0.5287161532339724,0.3549213841044537,Python
Wagepan,Trends_Lin,Placebo,1,-0.1748081652291046,0.0939974436990755,Python
Wagepan,Trends_Lin,Placebo,2,-0.2115018567600207,0.1354876933338544,Python
Wagepan,Continuous,Effect,1,0.0409507602378974,0.0339723166344946,Python
Wagepan,Continuous,Effect,2,0.013183985732753,0.0403667920933214,Python
Wagepan,Continuous,Effect,3,0.0228333419587591,0.0430415436861892,Python
Wagepan,Continuous,Effect,4,0.0057284749541439,0.0484573050759054,Python
Wagepan,Continuous,Effect,5,-0.0579700962632821,0.0558354377513091,Python
Wagepan,Continuous,Placebo,1,-0.0787580788542094,0.038133841696312,Python
Wagepan,Continuous,Placebo,2,0.0373961862707964,0.0519353013311014,Python
Wagepan,Weight,Effect,1,0.050464061010671,0.0339455422229845,Python
Wagepan,Weight,Effect,2,0.024979764202828,0.0399114383582576,Python
Wagepan,Weight,Effect,3,0.0418596387068216,0.0426164211942611,Python
Wagepan,Weight,Effect,4,0.0208927845549163,0.0487201037551321,Python
Wagepan,Weight,Effect,5,-0.0575851472382654,0.0565596195953906,Python
Wagepan,Weight,Placebo,1,-0.0811646052878162,0.0424708527156391,Python
Wagepan,Weight,Placebo,2,0.0408665364288512,0.0611291154043168,Python
Wagepan,Cluster,Effect,1,0.0409507602378974,0.028561846858052,Python
Wagepan,Cluster,Effect,2,0.0218878159493155,0.0255911897603954,Python
Wagepan,Cluster,Effect,3,0.0311019227087655,0.0278902117403315,Python
Wagepan,Cluster,Effect,4,0.0181627017793775,0.0100765046128872,Python
Wagepan,Cluster,Effect,5,-0.049965771888946,0.0275674112595529,Python
Wagepan,Cluster,Placebo,1,-0.0883945683212952,0.1009125932527365,Python
Wagepan,Cluster,Placebo,2,0.0370908381937922,0.0958356830375885,Python
Wagepan,Same_Switchers,Effect,1,0.0465925502661598,0.0409018032472068,Python
Wagepan,Same_Switchers,Effect,2,0.0338583191002666,0.0469162296101656,Python
Wagepan,Same_Switchers,Effect,3,0.0485448838864749,0.0492838850716848,Python
Wagepan,Same_Switchers,Effect,4,0.0374830518070217,0.051027090226722,Python
Wagepan,Same_Switchers,Effect,5,-0.049965771888946,0.0546254345377902,Python
Wagepan,Same_Switchers,Placebo,1,-0.0869863786994067,0.0678572188589069,Python
Wagepan,Same_Switchers,Placebo,2,0.0782255250536383,0.0978921848884291,Python
Wagepan,Same_Switchers_Placebo,Effect,1,0.0465925502661598,0.0409018032472068,Python
Wagepan,Same_Switchers_Placebo,Effect,2,0.0338583191002666,0.0469162296101656,Python
Wagepan,Same_Switchers_Placebo,Effect,3,0.0485448838864749,0.0492838850716848,Python
Wagepan,Same_Switchers_Placebo,Effect,4,0.0374830518070217,0.051027090226722,Python
Wagepan,Same_Switchers_Placebo,Effect,5,-0.049965771888946,0.0546254345377902,Python
Wagepan,Same_Switchers_Placebo,Placebo,1,-0.049687993152317,0.1407298903759767,Python
Wagepan,Same_Switchers_Placebo,Placebo,2,0.0782255250536383,0.0978921848884291,Python
Wagepan,Switchers_In,Effect,1,0.069336744097818,0.0504151150357094,Python
Wagepan,Switchers_In,Effect,2,0.0392462876508079,0.0506126331249552,Python
Wagepan,Switchers_In,Effect,3,0.0446190395137017,0.0584115552900852,Python
Wagepan,Switchers_In,Effect,4,0.0244555311566841,0.0656956301574848,Python
Wagepan,Switchers_In,Effect,5,-0.0379471375754317,0.0765452890344716,Python
Wagepan,Switchers_In,Placebo,1,-0.0920765808968882,0.0498936507392895,Python
Wagepan,Switchers_In,Placebo,2,0.0362436530134565,0.0687048176974837,Python
Wagepan,Switchers_Out,Effect,1,0.0015410933255805,0.0410324173772411,Python
Wagepan,Switchers_Out,Effect,2,-0.001018208563994,0.0621764043024692,Python
Wagepan,Switchers_Out,Effect,3,0.0131286135505534,0.0617730517212136,Python
Wagepan,Switchers_Out,Effect,4,0.0093061271002052,0.0660923675875657,Python
Wagepan,Switchers_Out,Effect,5,-0.0662071696099113,0.0761446582022785,Python
Wagepan,Switchers_Out,Placebo,1,-0.0820640905597493,0.0764612975780066,Python
Wagepan,Switchers_Out,Placebo,2,0.0383333764582847,0.1019180927962865,Python
Wagepan,Only_Never_Switchers,Effect,1,0.0370227804585148,0.0332715238697956,Python
Wagepan,Only_Never_Switchers,Effect,2,0.0013780965387769,0.0402666785278272,Python
Wagepan,Only_Never_Switchers,Effect,3,0.0223836190358,0.0413721986356908,Python
Wagepan,Only_Never_Switchers,Effect,4,-0.0017149786486216,0.046279348626184,Python
Wagepan,Only_Never_Switchers,Effect,5,-0.060860172502604,0.0544282370675218,Python
Wagepan,Only_Never_Switchers,Placebo,1,-0.0757911522040574,0.0392231088600733,Python
Wagepan,Only_Never_Switchers,Placebo,2,0.0437174905634946,0.0556017775876523,Python
Wagepan,CI_Level_90,Effect,1,0.0409507602378974,0.0339709086562391,Python
Wagepan,CI_Level_90,Effect,2,0.0218878159493155,0.0393387792488564,Python
Wagepan,CI_Level_90,Effect,3,0.0311019227087655,0.0425975837412556,Python
Wagepan,CI_Level_90,Effect,4,0.0181627017793775,0.0472099704005072,Python
Wagepan,CI_Level_90,Effect,5,-0.049965771888946,0.0546254345377902,Python
Wagepan,CI_Level_90,Placebo,1,-0.0883945683212952,0.042258161561858,Python
Wagepan,CI_Level_90,Placebo,2,0.0370908381937922,0.0581036599469818,Python
Wagepan,CI_Level_99,Effect,1,0.0409507602378974,0.0339709086562391,Python
Wagepan,CI_Level_99,Effect,2,0.0218878159493155,0.0393387792488564,Python
Wagepan,CI_Level_99,Effect,3,0.0311019227087655,0.0425975837412556,Python
Wagepan,CI_Level_99,Effect,4,0.0181627017793775,0.0472099704005072,Python
Wagepan,CI_Level_99,Effect,5,-0.049965771888946,0.0546254345377902,Python
Wagepan,CI_Level_99,Placebo,1,-0.0883945683212952,0.042258161561858,Python
Wagepan,CI_Level_99,Placebo,2,0.0370908381937922,0.0581036599469818,Python
Wagepan,Less_Conservative_SE,Effect,1,0.0409507602378974,0.0339709086562391,Python
Wagepan,Less_Conservative_SE,Effect,2,0.0218878159493155,0.0385286919214911,Python
Wagepan,Less_Conservative_SE,Effect,3,0.0311019227087655,0.0429979119976146,Python
Wagepan,Less_Conservative_SE,Effect,4,0.0181627017793775,0.0469452979430877,Python
Wagepan,Less_Conservative_SE,Effect,5,-0.049965771888946,0.0533969855660939,Python
Wagepan,Less_Conservative_SE,Placebo,1,-0.0883945683212952,0.042258161561858,Python
Wagepan,Less_Conservative_SE,Placebo,2,0.0370908381937922,0.0581036599469818,Python
Wagepan,Dont_Drop_Larger_Lower,Effect,1,0.0409507602378974,0.0339709086562391,Python
Wagepan,Dont_Drop_Larger_Lower,Effect,2,0.0218878159493155,0.0393387792488564,Python
Wagepan,Dont_Drop_Larger_Lower,Effect,3,0.0311019227087655,0.0425975837412556,Python
Wagepan,Dont_Drop_Larger_Lower,Effect,4,0.0181627017793775,0.0472099704005072,Python
Wagepan,Dont_Drop_Larger_Lower,Effect,5,-0.049965771888946,0.0546254345377902,Python
Wagepan,Dont_Drop_Larger_Lower,Placebo,1,-0.0883945683212952,0.042258161561858,Python
Wagepan,Dont_Drop_Larger_Lower,Placebo,2,0.0370908381937922,0.0581036599469818,Python
Favara_Imbs,Baseline,Effect,1,0.0024102752211118,0.0029987888285591,Python
Favara_Imbs,Baseline,Effect,2,0.0055268159096213,0.0038887989943198,Python
Favara_Imbs,Baseline,Effect,3,0.0081491954413894,0.0051571048632594,Python
Favara_Imbs,Baseline,Effect,4,0.0116606590571964,0.0059146888612176,Python
Favara_Imbs,Baseline,Effect,5,0.017324500872587,0.0065488609684085,Python
Favara_Imbs,Baseline,Placebo,1,-0.0023696087185562,0.0036522446930279,Python
Favara_Imbs,Baseline,Placebo,2,0.0027088241500273,0.0074288776722668,Python
Favara_Imbs,Baseline,Placebo,3,-0.0109803011417938,0.0055698411327155,Python
Deryugina,Baseline,Effect,1,0.0108629234897964,0.0016169631261745,Python
Deryugina,Baseline,Effect,2,0.0127917837790872,0.0023650973374063,Python
Deryugina,Baseline,Effect,3,0.0158004613717625,0.0030074606117051,Python
Deryugina,Baseline,Effect,4,0.0163886434481567,0.0033929801333041,Python
Deryugina,Baseline,Effect,5,0.0230699233229095,0.0038968470034004,Python
Deryugina,Baseline,Effect,6,0.0268285222080965,0.0042507507587954,Python
Deryugina,Baseline,Effect,7,0.0377147267972462,0.0044925685699636,Python
Deryugina,Baseline,Effect,8,0.0392922472125829,0.0050394358405635,Python
Deryugina,Baseline,Effect,9,0.0351089739263345,0.0055185173693459,Python
Deryugina,Baseline,Effect,10,0.0494015841376323,0.0060290186196406,Python
Deryugina,Baseline,Effect,11,0.051812285209058,0.0061054919109027,Python
Deryugina,Baseline,Placebo,1,-0.005590260937519,0.0013172533800848,Python
Deryugina,Baseline,Placebo,2,-0.0083553867958108,0.0020689345333627,Python
Deryugina,Baseline,Placebo,3,-0.0128183076120829,0.0029770331038916,Python
Deryugina,Baseline,Placebo,4,-0.0091429868504583,0.003368642906396,Python
Deryugina,Baseline,Placebo,5,-0.0075546182974461,0.0039816464568598,Python
Deryugina,Baseline,Placebo,6,-0.0073115138443454,0.0043748194141527,Python
Deryugina,Baseline,Placebo,7,-0.0079583381556785,0.0047566441274123,Python
Deryugina,Baseline,Placebo,8,-0.0088409631498755,0.0053183751210506,Python
Deryugina,Baseline,Placebo,9,-0.0143815701965615,0.0058362584937083,Python
Deryugina,Baseline,Placebo,10,-0.0086497794334276,0.0061280910771113,Python
Deryugina,Baseline,Placebo,11,-0.0035923777313612,0.00669039772806,Python
Gentzkow,Non_Normalized,Effect,1,,0.0042476518264691,Python
Gentzkow,Non_Normalized,Effect,2,,0.0058428892668424,Python
Gentzkow,Non_Normalized,Effect,3,,0.007916361269267,Python
Gentzkow,Non_Normalized,Effect,4,,0.0097923568598669,Python
Gentzkow,Non_Normalized,Placebo,1,,0.0051322405317375,Python
Gentzkow,Non_Normalized,Placebo,2,,0.0085030744842671,Python
Gentzkow,Non_Normalized,Placebo,3,,0.0116824694133918,Python
Gentzkow,Non_Normalized,Placebo,4,,0.0175031690677977,Python
Gentzkow,Normalized,Effect,1,,0.0035391827206395,Python
Gentzkow,Normalized,Effect,2,,0.0025136348111232,Python
Gentzkow,Normalized,Effect,3,,0.002185662033939,Python
Gentzkow,Normalized,Effect,4,,0.0019348397415423,Python
Gentzkow,Normalized,Placebo,1,,0.0042470467519516,Python
Gentzkow,Normalized,Placebo,2,,0.0035918989610777,Python
Gentzkow,Normalized,Placebo,3,,0.0031943012791709,Python
Gentzkow,Normalized,Placebo,4,,0.0037127934386237,Python
