Package,Method,Time (s),ATT,True ATT,Bias,Status
csdid,Callaway & Sant'Anna,0.6070656250230968,1.7040846746260068,1.5861455312417612,0.1179391433842456,OK
diff_diff,Callaway & Sant'Anna,0.0490227920236066,1.7040846746260065,1.5861455312417612,0.11793914338424538,OK
pyfixest,TWFE (sunab not available),5.165599541040137,1.3241585845450088,1.5861455312417612,-0.2619869466967524,OK
did_multiplegt_dyn,de Chaisemartin & D'Haultfoeuille (10% sample),0.6453944171080366,1.4643550293219207,1.5861455312417612,-0.12179050191984042,OK
N/A,"Borusyak, Jaravel & Spiess",,,,,Error: No Python implementation available
linearmodels,Traditional TWFE (biased),0.08721262495964766,1.3241585845448918,1.5861455312417612,-0.2619869466968694,OK
