index,count,mean,std,min,25%,50%,75%,max
dummy_U_Gg3_XX,4360.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
N1_3_XX,4360.0,1394.0,0.0,1394.0,1394.0,1394.0,1394.0,1394.0
U_Gg3_temp_XX,2725.0,0.011059274172064749,0.6587867581116709,-4.855580356404977,-0.05432150048264267,0.0,0.0,15.845901846372584
U_Gg3_XX,4360.0,0.006912046357540468,0.5343800889488587,-4.855580356404977,-0.0,-0.0,0.0,15.845901846372584
count3_core_XX,4360.0,4.237385272979736,5.802421569824219,0.0,0.0,0.0,11.0,16.0
U_Gg3_temp_var_XX,1794.0,-1.315023091039051e-10,0.7383640398350854,-6.247292956541442,-0.049710309200864784,0.0,0.05651679330021135,14.420742615537335
U_Gg3_var_XX,4360.0,-4.328718130119517e-10,1.3633924915887774,-6.247292956541442,-0.2730678135608972,0.0,0.28080693602997586,14.420742615537335
diff_y_4_XX,2180.0,0.24965719878673553,0.5333744287490845,-5.135292053222656,-0.012316703796386719,0.21668648719787598,0.4810829758644104,3.2077126502990723
never_change_d_4_XX,2180.0,0.5972477064220183,0.4905642414671225,0.0,0.0,1.0,1.0,1.0
never_change_d_4_wXX,2180.0,7.126146788990826,6.019103351424595,0.0,0.0,11.0,12.0,16.0
N_gt_control_4_XX,4360.0,1322.5227064220182,1584.0560004786737,0.0,0.0,203.5,3335.0,3503.0
distance_to_switch_4_XX,2180.0,0.05229357798165138,0.22266949405846617,0.0,0.0,0.0,0.0,1.0
distance_to_switch_4_wXX,2180.0,0.6009174311926605,2.579333098179093,0.0,0.0,0.0,0.0,15.0
N1_t_4_XX,4360.0,163.75,199.91586754176345,0.0,0.0,77.0,249.0,522.0
N_dw1_t_4_XX,4360.0,14.25,17.226594649046845,0.0,0.0,7.0,21.75,45.0
N1_t_4_g_XX,4360.0,122.58715596330275,186.99454429583042,0.0,0.0,0.0,181.0,522.0
diff_y_4_N_gt_XX,2180.0,2.982410192489624,6.485799312591553,-66.75879669189453,-0.1432475745677948,2.461916208267212,5.694632053375244,41.39317321777344
dof_y_4_N_gt_XX,4360.0,0.5,0.5000573493148643,0.0,0.0,0.5,1.0,1.0
dof_ns_4_XX,4360.0,0.29862385321100915,0.457706999046558,0.0,0.0,0.0,1.0,1.0
dof_s_4_XX,4360.0,0.02614678899082569,0.1595900245144848,0.0,0.0,0.0,0.0,1.0
count_cohort_4_ns_t_XX,1302.0,2980.184326171875,970.3693237304688,407.0,3167.0,3335.0,3419.0,3503.0
total_cohort_4_ns_t_XX,1302.0,790.2393188476562,289.97509765625,27.463130950927734,815.1962890625,834.255859375,872.9031982421875,1061.0703125
mean_cohort_4_ns_t_XX,1302.0,0.2533626854419708,0.04952678456902504,0.06747698038816452,0.24443666636943817,0.25530949234962463,0.2673681080341339,0.30290332436561584
dof_cohort_4_ns_t_XX,1302.0,249.95238095238096,81.52073552783055,34.0,265.0,280.0,287.0,294.0
count_cohort_4_s_t_XX,114.0,405.34210205078125,145.4525604248047,154.0,181.0,453.0,522.0,522.0
